Column 1,Facility Type,Inmate Sex,State,City,ZIP Code,Physical Address,Inmate Mailing Address,Newspaper Delivery Address,Facility Phone Number,Website URL,Facility Mail Policy Link,Inmate Search Link,Contact Via Email,Facility Contact Name / Phone,Security Level,Population Size,Vendor Required,Approved Vendors,Vendor Approval Status,Books Allowed,Paperback Allowed,Hardcover Allowed,Single Magazine Allowed,Magazines Allowed,Newspapers Allowed,MailCall Newspapers Allowed,Tattoo Books Allowed,Urban Content Allowed,Restrictions,Sexually Explicit Content Allowed,Adult Magazines Allowed,Other,Must Ship Direct from Publisher,Used Books Allowed,Max Books Per Package / Shipment,Max Size of Publications Restriction,Special Notes on Packaging,Common Rejection Reasons,Strict Facility,Other,Mailroom Contact Name,Mailroom Phone,Mailroom Email,Last Updated Date,Source (Website/Phone/Other),Confidence Level,Internal Notes
"Josephine County Sheriff's Office",Sheriff Office,Both,Oregon,Grants Pass,97526,"1901 NE F St.
Grants Pass, OR 97526","1901 NE F St.
Grants Pass, OR 97526",,(541) 474-5123,https://www.josephinecounty.gov/government/sheriff/index.php,https://www.josephinecounty.gov/government/sheriff/jail/property___mail.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"York County Sheriff’s Office
",Sheriff Office,Both,South Carolina,York,29745,"1675-2A York Highway
York, SC 29745
","1675-2A York Highway
York, SC 29745
",, 803-628-3059,"
https://www.yorkcountysheriff.com/",https://www.yorkcountysheriff.com/302/Inmate-Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcona County Sheriff's Office,Sheriff Office,Both,Michigan ,Harisville,48740,"214 W Main St.
Harisville,MI 48740","214 W Main St.
Harisville,MI 48740",,989-724-6271,https://alconasheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Juan County Sheriff's Office,Sheriff Office,Both,New Mexico,Farmington,87401,"21 County Rd 5500, Farmington, NM 87401","21 County Rd 5500, Farmington, NM 87401",,(505) 334-6107,"
https://www.sjcounty.net/government/sheriff-s-office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rowan County Sheriff's Office",Sheriff Office,Both,North Carolina,Salisbury,28144,"232 N Main St, Salisbury, NC 28144"," 232 N Main St, Salisbury, NC 28144",,(704) 216-8700,https://www.rowancountync.gov/485/Sheriffs-Office,https://www.rowancountync.gov/688/Mail-Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker County Sheriff’s Office,Sheriff Office,Both,Texas,Weatherford,76086,"129 Hogle St, Weatherford, TX 76086","PO Box 16120
Jonesboro, AR 72403",,(817) 594-8845,"https://www.parkercountytx.gov/138/Sheriff",https://parkercountysheriff.net/sheriffs-office/jail/contacting-an-inmate/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleasants County Sheriff,Sheriff Office,Both,West Virginia ,St Marys,26170,"305 Barkwill St, St Marys, WV 26170","305 Barkwill St, St Marys, WV 26170",,(304) 684-2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preble County Sheriff,Sheriff Office,Both,Ohio,Eaton,45320,"1139 Preble Dr, Eaton, OH 45320","1139 Preble Dr, Eaton, OH 45320",, (937) 456-6323,https://www.preblecountysheriff.org/,https://www.preblecountysheriff.org/202/Incoming-Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe County Jail,Sheriff Office,Both,Alabama,Monroeville,36460,"160 Wilcox St, Monroeville, AL 36460","160 Wilcox St, Monroeville, AL 36460",,(251) 575-2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Langlade County Sheriff's Office,Sheriff Office,Both,Wisconsin,Antigo,54409,"840 Clermont St, Antigo, WI 54409","840 Clermont St, Antigo, WI 54409",,(715) 627-6411,https://www.co.langlade.wi.us/departments/sheriffs-office/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumberland County Jail,County Jail,Both,New Jersey,Bridgeton,/08302,"54 W Broad St, Bridgeton, NJ 08302","54 W Broad St, Bridgeton, NJ 08302",,"(856) 453-4894",https://www.cumberlandcountynj.gov/doc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lancaster County Sheriff's Office,Sheriff Office,Both,Pennyslvania,Lancaster,17602,"50 N Duke St, Lancaster, PA 17602","50 N Duke St, Lancaster, PA 17602",,(717) 299-8200,https://www.co.lancaster.pa.us/1491/Sheriffs-Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hampton County Sheriff's Office,Sheriff Office,Both,South Carolina,Varnville,29944,"411 Cemetery Road, Varnville, South Carolina 29944","411 Cemetery Road, Varnville, South Carolina 29944",,(803) 914-2200,https://hamptoncountysheriff.org/detention-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morrill County Sheriff,Sheriff Office,Both,Nebraska,Bridgeport,69336,"113 6th St, Bridgeport, NE 69336","113 6th St, Bridgeport, NE 69336",,(308) 262-0408,https://www.morrillcountyne.gov/sheriff.html,,,mcsheriff1@morrillcountysheriff.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bucks County Sheriff,Sheriff Office,Both,Pennyslvania,Doylestown,18901,"100 N Main St #4318, Doylestown, PA 18901","100 N Main St #4318, Doylestown, PA 18901",,(215) 348-6124,"
https://www.buckscounty.gov/1956/Bucks-County-Sheriffs-Office",https://www.buckscounty.gov/230/Contact-My-Inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall County Sheriff's Office,Sheriff Office,Both,Illinois ,Yorkville,60560,"1102 Cornell Ln, Yorkville, IL 60560","1102 Cornell Ln, Yorkville, IL 60560",,(630) 553-7500,"
https://www.kendallcountyil.gov/offices/sheriff",https://www.kendallcountyil.gov/offices/sheriff/corrections/inmate-mail-procedures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorchester Sheriff's Office,Sheriff Office,Both,Maryland,Cambridge,21613,"829 Fieldcrest Rd, Cambridge, MD 21613","829 Fieldcrest Rd, Cambridge, MD 21613",,(410) 228-4141,"
https://www.docosheriff.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yellowstone County Sheriff's Office,Sheriff Office,Both,Montana,Billings,59101,"2323 2nd Ave N, Billings, MT 59101","2323 2nd Ave N, Billings, MT 59101",,(406) 256-2929,https://www.yellowstonecountymt.gov/Sheriff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pepin County Sheriff's Office
",Sheriff Office,Both,Wisconsin,Durand,54736,"740 7th Ave W, Durand, WI 54736","740 7th Ave W, Durand, WI 54736",,(715) 672-5944,https://www.co.pepin.wi.us/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington County Sheriff's Office,Sheriff Office,Both,New Jersey,Mt Holly,/08060,"49 Rancocas Rd, Mt Holly, NJ 08060","49 Rancocas Rd, Mt Holly, NJ 08060",, 609-265-5127,https://www.co.burlington.nj.us/130/Sheriffs-Office,https://www.co.burlington.nj.us/497/Inmate-Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregg County Jail,County Jail,Both,Texas,Longview,75601,"101 W Whaley St, Longview, TX 75601"," 101 W Whaley St, Longview, TX 75601",,(903) 758-6181,https://www.greggcountytxsheriff.org/divisions/jail-division/,https://www.greggcountytxsheriff.org/divisions/jail-division/inmate-mail/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delaware County Sheriff,Sheriff Office,Both,Ohio,Delaware,43015,"1776 State Rte 521, Delaware, OH 43015","1776 State Rte 521, Delaware, OH 43015",,(740) 833-2810,https://sheriff.co.delaware.oh.us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cattaraugus County Jail,County Jail,Both,New York,Little Valley,14755," 301 Court St, Little Valley, NY 14755"," 301 Court St, Little Valley, NY 14755",,(716) 938-9194,https://www.cattco.gov/sheriffs-office/jail-division,"https://www.cattco.gov/sheriffs-office/jail-division/inmate-mail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason County Sheriff Department,Sheriff Office,Both,Kentucky,Maysville,41056," 120 W 3rd St, Maysville, KY 41056"," 120 W 3rd St, Maysville, KY 41056",,(606) 564-3309,http://www.masoncountysheriffky.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Monroe County Sheriff",Sheriff Office,Both,Pennyslvania,Stroudsburg,18360,"610 Monroe St, Stroudsburg, PA 18360","610 Monroe St, Stroudsburg, PA 18360",, (570) 517-3312  ,"
https://monroecountypa.gov/departments/sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pittsylvania County Sheriff
",Sheriff Office,Both,Virginia,Chatham,24531,"21 N Main Street
Chatham, VA 24531","21 N Main Street
Chatham, VA 24531",,434-432-7800,"
https://www.pittsylvaniacountyva.gov/362/Sheriff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesee County Sheriff's Office,Sheriff Office,Both,New York,Batavia,14020,"165 Park Rd, Batavia, NY 14020","165 Park Rd, Batavia, NY 14020",,(585) 345-3000,https://www.geneseeny.gov/Home,"
https://www.geneseeny.gov/Department-Content/Sheriffs-Office/Jail/Incoming-Mail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coshocton County Sheriff's Office,Sheriff Office,Both,Ohio,Coshocton,43812,"500 N 3rd St, Coshocton, OH 43812","500 N 3rd St, Coshocton, OH 43812",,(740) 622-2411,"
https://www.coshoctoncounty.net/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boone County Jail,County Jail,Both,Kentucky ,Burlington,41005,"3000 Conrad Lane
Burlington, Kentucky 41005","3000 Conrad Lane
Burlington, Kentucky 41005",,"
(859) 334-2175",https://boonecountykysheriff.com/,,,bcs@boonecountyky.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Iosco County Sheriff's Office",Sheriff Office,Both,Michigan ,Tawas City,48763,"428 W Lake St, Tawas City, MI 48763","428 W Lake St, Tawas City, MI 48763",,(989) 362-6164,https://iosco.net/sheriffs-office/,,,sfrank@ioscocounty.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee County Sheriff's Office,Sheriff Office,Both,Virginia,Jonesville,24263,"33640 Main St U101, Jonesville, VA 24263","33640 Main St U101, Jonesville, VA 24263",,"(276) 346-7753","https://www.leecountysheriff.net/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Wyandotte County Sheriff's Office",Sheriff Office,Both,Kansas,Kansas City,66101,"710 7th St, Kansas City, KS 66101","710 7th St, Kansas City, KS 66101",, (913) 573-2861,"https://www.wycokck.org/Departments/Sheriffs-Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne County Sheriff Department,Sheriff Office,Both,Michigan ,Detroit,48211,"5301 Russell Street
Detroit,MI 48211","5301 Russell Street
Detroit,MI 48211",,(313) 224-0797,https://www.sheriffconnect.com/wayne-county-jail-inmate-information/,,,info@sheriffconnect.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Fe County Sheriff Department,Sheriff Office,Both,New Mexico,Santa Fe,87508,"35 Camino Justicia, Santa Fe, NM 87508","35 Camino Justicia, Santa Fe, NM 87508",,(505) 428-3720,https://www.santafecountynm.gov/sheriff,"
https://www.santafecountynm.gov/corrections/adultfacility/inmate-mail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador County Sheriff's Office,Sheriff Office,Both,California,Jackson,95642,"700 Court St, Jackson, CA 95642","700 Court St, Jackson, CA 95642",,(209) 223-6500,https://www.amadorsheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robeson County Sheriff’s Office,Sheriff Office,Both,North Carolina,Lumberton,28358,"120 Legend Dr, Lumberton, NC 28358","120 Legend Dr, Lumberton, NC 28358",,(910) 671-3100,https://robesoncountysonc.gov/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burnett County Jail,County Jail,Both,Wisconsin,Siren,54872,"7410 Co Rd K, Siren, WI 54872
","7410 Co Rd K, Siren, WI 54872",,(715) 349-2128,https://www.burnettcountywi.gov/107/County-Jail,https://www.burnettcountywi.gov/108/Inmate-Information ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Winnebago County Sheriff's Office",Sheriff Office,Both,Illinois ,Rockford,61102,"650 W. State St. • Rockford, IL 61102","P.O. Box 247
Phoenix, MD 21131",,"815-319-6000","
https://inmates.winnebagosheriff.com/","
https://winnebagosheriff.com/mail-inmate-property",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelby County Sheriff's Office",Sheriff Office,Both,Ohio,Sidney,45365,"555 Gearhart Rd, Sidney, OH 45365","555 Gearhart Rd, Sidney, OH 45365",,(937) 498-1111,https://co.shelby.oh.us/157/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kingsbury County Sheriff
",Sheriff Office,Both,South Dakota,De Smet,57231," 204 2nd St SE, De Smet, SD 57231"," 204 2nd St SE, De Smet, SD 57231",,(605) 854-3339,https://kingsburycountysd.org/sheriffs-office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eaton County Sheriff,Sheriff Office,Both,Michigan ,Charlotte,48813,"1025 Independence Blvd, Charlotte, MI 48813","1025 Independence Blvd, Charlotte, MI 48813",,(517) 543-3512,https://www.eatoncounty.org/356/Office-of-the-Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanawha County Sheriff's Office,Sheriff Office,Both,West Virginia ,Charleston,25301,"301 Virginia Street East, Charleston, WV 25301","301 Virginia Street East, Charleston, WV 25301",,"304-357-0216",https://www.kanawhasheriff.us/about-us/contact-us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery County Sheriff's Office",Sheriff Office,Both,Virginia,Christiansburg,24073,"1 E Main St, Christiansburg, VA 24073","1 E Main St, Christiansburg, VA 24073",,(540) 382-6915,https://montva.com/1/departments-services/sheriffs-office,https://montva.com/1/departments-services/sheriffs-office/corrections-division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hardee County Sheriff's Office,Sheriff Office,Both,Florida,Wauchula,33873,"900 E W Summit St, Wauchula, FL 33873","900 E W Summit St, Wauchula, FL 33873",,(863) 773-0304,https://www.hardeeso.com/,https://hardeeso.com/bureaus/inmate_mail.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason County Sheriff Department,Sheriff Office,Both,Kentucky,Maysville ,41056,"120 W 3rd St, Maysville, KY 41056","120 W 3rd St, Maysville, KY 41056",,(606) 564-3309,http://www.masoncountysheriffky.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crowley County Sheriff,Sheriff Office,Both,Colorado,Ordway,81063,"110 E 6th St #5, Ordway, CO 81063","110 E 6th St #5, Ordway, CO 81063",,(719) 267-5555,https://crowleycountysheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washoe County Sheriff,Sheriff Office,Both,Nevada,Reno,89512,"911 E Parr Blvd, Reno, NV 89512","911 E Parr Blvd, Reno, NV 89512",,(775) 328-3001,https://www.washoesheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon County Sheriff's Office,Sheriff Office,Both,Missouri ,Alton,65606,"1 Court Sq, Alton, MO 65606","1 Court Sq, Alton, MO 65606",, (417) 778-6611,https://www.oregoncountysheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schuylkill County Sheriff's Office",Sheriff Office,Both,Pennyslvania,Pottsville,17901,"401 North Second Street
Pottsville, PA 17901","401 North Second Street
Pottsville, PA 17901",,(570) 628-1440,"
https://schuylkillcountypa.gov/government/sheriff/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dale County Sheriff Department
",Sheriff Office,Both,Alabama,Ozark,36360,"113 W Reynolds St, Ozark, AL 36360","113 W Reynolds St, Ozark, AL 36360",," (334) 774-3114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strafford County Sheriff,Sheriff Office,Both,New Hampshire,Dover,/03820,"259 County Farm Rd, Dover, NH 03820","266 County Farm Rd
Dover, NH 03820",,(603) 742-4960,https://straffordcountyso.gov/,https://straffordcounty.gov/frequently-asked-questions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Searcy County Sheriff's Office
",Sheriff Office,Both,Arizona,Marshall,72650,"301 Factory Rd, Marshall, AR 72650","301 Factory Rd, Marshall, AR 72650",,"(870) 448-2340",https://www.searcycountysheriff.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spalding County Sheriff's Office,Sheriff Office,Both,Georgia,Griffin,30224," 401 Justice Blvd, Griffin, GA 30224"," 401 Justice Blvd, Griffin, GA 30224",,(770) 467-4282,https://www.spaldingsheriff.org/,https://www.spaldingsheriff.org/pages/Detention_Inmate_Services_Mail.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasquotank County Sheriff's
",Sheriff Office,Both,North Carolina,Elizabeth City,27909,"200 E Colonial Ave, Elizabeth City, NC 27909","200 E Colonial Ave, Elizabeth City, NC 27909",,"(252) 338-2191",https://www.pasquotankcountync.org/sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burke County Sheriff's Office,Sheriff Office,Both,North Carolina,Morganton,28655,"150 Government Dr, Morganton, NC 28655","150 Government Dr, Morganton, NC 28655",,(828) 438-5500,"https://www.burkenc.org/2470/Sheriffs-Office",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mahoning County Sheriff's Office
 ",Sheriff Office,Both,Ohio,Youngstown,44503,"110 5th Ave, Youngstown, OH 44503","110 5th Ave, Youngstown, OH 44503",,(330) 480-5000,https://www.mahoningcountyoh.gov/966/Sheriff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geauga County Sheriff's Office,Sheriff Office,Both,Ohio,Chardon,44024,"12450 Merritt Road
Chardon, OH 44024","12450 Merritt Road
Chardon, OH 44024",,(440) 279-2009,https://sheriff.co.geauga.oh.us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rappahannock County Sheriff's Office,Sheriff Office,Both,Virginia,Washington,22747,"383 Porter St, Washington, VA 22747","383 Porter St, Washington, VA 22747",,"(540) 675-5300",https://www.rappahannockcountyva.gov/government/departments/sheriffs_office/index.php,,,"admin@rappahannockcountyva.gov",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Bend County Sheriff's Office,Sheriff Office,Both,Texas,Richmond,77469,"1410 Richmond Pkwy, Richmond, TX 77469","1410 Richmond Pkwy, Richmond, TX 77469",,"(281) 341-4735",https://www.fortbendcountytx.gov/government/departments/sheriff-s-office,https://www.fortbendcountytx.gov/government/departments/sheriff-s-office/bureaus-divisions/detention-division/emessaging-and-inmate-mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harnett County Sheriff's Office,Sheriff Office,Both,North Carolina,Lillington,27546,"175 Bain St, Lillington, NC 27546","175 Bain St, Lillington, NC 27546",,"(910) 893-9111",https://www.harnettsheriff.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wirt County Sheriff,Sheriff Office,Both,West Virginia ,Elizabeth,26143,"15 Court St, Elizabeth, WV 26143","15 Court St, Elizabeth, WV 26143",, (304) 275-4222,"https://wirtcountywvsheriff.gov/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stevens County Sheriff,Sheriff Office,Both,Washington,Colville,99114,"215 S Oak St , Colville, WA 99114","215 S Oak St , Colville, WA 99114",, (509) 684-5296,https://www.stevenscountywa.gov/20851/sheriffs-office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aransas County Sheriff,Sheriff Office,Both,Texas,Rockport,78382,"714 E Concho St.
Rockport, TX 78382","714 E Concho St.
Rockport, TX 78382",,(361) 729-2222,https://www.aransascounty.org/sheriff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Somerset County Sheriff
",Sheriff Office,Both,New Jersey,Somerville,/08876,"20 Grove Street, P.O. Box 3000, Somerville, NJ 08876","20 Grove Street, P.O. Box 3000, Somerville, NJ 08876",,908-231-7140,"https://www.somersetcountynj.gov/government/elected-officials/sheriff
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipestone County Sheriff,Sheriff Office,Both,Minnesota ,Pipestone,56164,"416 S Hiawatha Ave, Pipestone, MN 56164","416 S Hiawatha Ave, Pipestone, MN 56164",,(507) 825-1100,https://www.pipestone-county.com/government/departments/sheriff/index.php,,, keith.vreeman@pipestonecounty.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Eau Claire County Jail
",County Jail,Both,Wisconsin,Eau Claire,54703,"710 2nd Ave, Eau Claire, WI 54703","710 2nd Ave, Eau Claire, WI 54703",,"(715) 839-4702",https://www.eauclairecounty.gov/departments/sheriff/inmate_listing,https://www.eauclairecounty.gov/departments/sheriff/inmate_clothing_mail_money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conway County Sheriff Office,Sheriff Office,Both,Arkansas ,Morrilton,72110,"30 Southern Valley Dr, Morrilton, AR 72110","30 Southern Valley Dr, Morrilton, AR 72110",,(501) 354-9627,"
https://arsheriffs.org/sheriffs/conway-county-sheriff/",,,mikesmith01@conwaycounty.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yates County Sheriff's Office,Sheriff Office,Both,New York,Penn Yan,14527,"227 MAIN STREET , PENN YAN, NY 14527","227 MAIN STREET , PENN YAN, NY 14527",,(315)-536-4438,"https://www.yatescountysheriff.gov/",https://www.yatescountysheriff.gov/mailPhone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuyahoga County Jail,County Jail,Both,Ohio,Cleveland,44113,"1215 W 3rd St, Cleveland, OH 44113","1215 W 3rd St, Cleveland, OH 44113",,(216) 443-6000,https://www.cuyahogacounty.gov/,https://cuyahogacounty.gov/topics/sending-inmates-mail?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bedford County Jail",County Jail,Both,Pennyslvania,Bedford,15522,"425 Imlertown Rd, Bedford, PA 15522
","425 Imlertown Rd, Bedford, PA 15522
",,(814) 623-2955,"
https://www.bedfordcountypa.org/departments/correctional_facility/index.php",https://www.bedfordcountypa.org/document_center/Correctional%20Facility/Mail%20Policy.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orangeburg County
Sheriff's Office
",Sheriff Office,Both,South Carolina,Orangeburg,29115,"1520 Ellis Avenue
Orangeburg, SC 29115","1520 Ellis Avenue
Orangeburg, SC 29115",,803-531-4647,https://www.orangeburgcounty.org/469/Sheriffs-Office,"https://orangeburgcountyjailsc.org/inmate-information/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warde County Sheriff,Sheriff Office,Both,North Dakota,Minot,58702,"204 Front St SE
P.O. Box 907
Minot, ND 58702","204 Front St SE
P.O. Box 907
Minot, ND 58702",,701-857-6500,https://www.co.ward.nd.us/208/Sheriffs-Office,https://www.co.ward.nd.us/225/Mail-Telephone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contra Costa County Sheriff Department",Sheriff Office,Both,California,Martinez,94553,"1980 Muir Rd, Martinez, CA 94553","1980 Muir Rd, Martinez, CA 94553",,(925) 313-2500,https://www.contracostasar.org/,https://www.cocosheriff.org/how-do-i/inmate-information/sending-mail-to-an-inmate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanawha County Sheriff's Department,Sheriff Office,Both,West Virginia ,Elkview,25071,"1078 Main St, Elkview, WV 25071","1078 Main St, Elkview, WV 25071",,(304) 965-7074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrimack County Jail,County Jail,Both,New Hampshire,Boscawen,/03303," 314 Daniel Webster Hwy, Boscawen, NH 03303"," 314 Daniel Webster Hwy, Boscawen, NH 03303",,(603) 796-3600,https://www.merrimackcounty.net/departments/corrections/index.php,"https://www.merrimackcounty.net/departments/corrections/inmate_information/mail.php",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taos County Sheriff's Department,Sheriff Office,Both,New Mexico,Taos,87571,"226 Cruz Alta Rd
Taos, NM 87571","226 Cruz Alta Rd
Taos, NM 87571",, 575-737-6480,https://www.taoscounty.org/217/Sheriffs-Office,https://www.taoscounty.org/246/Mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benton County Sheriff’s Office,Sheriff Office,Both,Arkansas ,Bentonville,72712,"1300 SW 14th St, Bentonville, AR 72712","1300 SW 14th St, Bentonville, AR 72712",, (479) 271-1008,https://sheriff.bentoncountyar.gov/,"
https://sheriff.bentoncountyar.gov/inmate-correspondence/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avery County Sheriff,Sheriff Office,Both,North Carolina,Newland,28657,"300 Schultz Circle,Newland NC 28657","300 Schultz Circle,Newland NC 28657",,828-733-2071,"https://www.averycountync.gov/departments/sheriff_s_office/index.php",,,mike.henley@averycountync.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pope County Sheriff Office
",Sheriff Office,Both,Arkansas ,Russellville,72802," 3 Emergency Ln, Russellville, AR 72802"," 3 Emergency Ln, Russellville, AR 72802",,(479) 968-2558,https://www.popecoso.org/,https://doc.arkansas.gov/correction/inmates/mail-and-money/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
